  192    0.55273E+04    0.67143E+00   -0.23301E+02    0.10010E+03    0.12796E+01    0.29899E+00
  193    0.55439E+04    0.66599E+00   -0.22213E+02    0.10016E+03    0.12677E+01    0.29539E+00
  194    0.55601E+04    0.66116E+00   -0.21100E+02    0.10022E+03    0.12559E+01    0.29185E+00
  195    0.55756E+04    0.65699E+00   -0.19962E+02    0.10028E+03    0.12443E+01    0.28835E+00
  196    0.55906E+04    0.65350E+00   -0.18800E+02    0.10033E+03    0.12328E+01    0.28490E+00
  197    0.56050E+04    0.65073E+00   -0.17614E+02    0.10038E+03    0.12214E+01    0.28150E+00
  198    0.56188E+04    0.64872E+00   -0.16403E+02    0.10043E+03    0.12101E+01    0.27813E+00
  199    0.56320E+04    0.64750E+00   -0.15168E+02    0.10047E+03    0.11990E+01    0.27480E+00
  200    0.56447E+04    0.64710E+00   -0.13910E+02    0.10050E+03    0.11879E+01    0.27151E+00
  201    0.56567E+04    0.64757E+00   -0.12628E+02    0.10054E+03    0.11770E+01    0.26825E+00
  202    0.56681E+04    0.64892E+00   -0.11323E+02    0.10056E+03    0.11661E+01    0.26502E+00
  203    0.56789E+04    0.65120E+00   -0.99957E+01    0.10059E+03    0.11554E+01    0.26182E+00
  204    0.56890E+04    0.65444E+00   -0.86467E+01    0.10061E+03    0.11447E+01    0.25865E+00
  205    0.56986E+04    0.65866E+00   -0.72768E+01    0.10062E+03    0.11342E+01    0.25551E+00
  206    0.57076E+04    0.66391E+00   -0.58866E+01    0.10063E+03    0.11238E+01    0.25241E+00
  207    0.57159E+04    0.67020E+00   -0.44767E+01    0.10064E+03    0.11134E+01    0.24934E+00
  208    0.57237E+04    0.67758E+00   -0.30480E+01    0.10065E+03    0.11032E+01    0.24630E+00
  209    0.57308E+04    0.68607E+00   -0.16010E+01    0.10065E+03    0.10931E+01    0.24329E+00
  210    0.57373E+04    0.69571E+00   -0.13640E+00    0.10064E+03    0.10830E+01    0.24031E+00
  211    0.57433E+04    0.70652E+00    0.13451E+01    0.10063E+03    0.10731E+01    0.23736E+00
  212    0.57486E+04    0.71855E+00    0.28428E+01    0.10062E+03    0.10633E+01    0.23444E+00
  213    0.57533E+04    0.73182E+00    0.43561E+01    0.10060E+03    0.10535E+01    0.23156E+00
  214    0.57574E+04    0.74636E+00    0.58842E+01    0.10058E+03    0.10438E+01    0.22870E+00
  215    0.57609E+04    0.76220E+00    0.74265E+01    0.10056E+03    0.10343E+01    0.22588E+00
  216    0.57638E+04    0.77938E+00    0.89823E+01    0.10053E+03    0.10248E+01    0.22309E+00
  217    0.57661E+04    0.79793E+00    0.10551E+02    0.10050E+03    0.10154E+01    0.22032E+00
  218    0.57678E+04    0.81789E+00    0.12132E+02    0.10047E+03    0.10061E+01    0.21759E+00
  219    0.57689E+04    0.83927E+00    0.13724E+02    0.10043E+03    0.99690E+00    0.21489E+00
  220    0.57694E+04    0.86212E+00    0.15327E+02    0.10039E+03    0.98778E+00    0.21222E+00
  221    0.57693E+04    0.88646E+00    0.16941E+02    0.10034E+03    0.97874E+00    0.20958E+00
  222    0.57686E+04    0.91233E+00    0.18563E+02    0.10029E+03    0.96979E+00    0.20697E+00
  223    0.57673E+04    0.93976E+00    0.20195E+02    0.10024E+03    0.96092E+00    0.20439E+00
  224    0.57653E+04    0.96878E+00    0.21834E+02    0.10018E+03    0.95213E+00    0.20184E+00
  225    0.57628E+04    0.99942E+00    0.23481E+02    0.10012E+03    0.94342E+00    0.19933E+00
  226    0.57597E+04    0.10317E+01    0.25135E+02    0.10006E+03    0.93480E+00    0.19684E+00
  227    0.57560E+04    0.10657E+01    0.26795E+02    0.99991E+02    0.92625E+00    0.19438E+00
  228    0.57517E+04    0.11014E+01    0.28460E+02    0.99921E+02    0.91779E+00    0.19195E+00
  229    0.57468E+04    0.11389E+01    0.30130E+02    0.99847E+02    0.90940E+00    0.18956E+00
  230    0.57413E+04    0.11781E+01    0.31804E+02    0.99770E+02    0.90108E+00    0.18719E+00
  231    0.57352E+04    0.12191E+01    0.33481E+02    0.99689E+02    0.89285E+00    0.18485E+00
  232    0.57285E+04    0.12620E+01    0.35161E+02    0.99605E+02    0.88468E+00    0.18254E+00
  233    0.57212E+04    0.13068E+01    0.36844E+02    0.99518E+02    0.87660E+00    0.18026E+00
  234    0.57133E+04    0.13535E+01    0.38527E+02    0.99427E+02    0.86858E+00    0.17802E+00
  235    0.57048E+04    0.14021E+01    0.40211E+02    0.99333E+02    0.86063E+00    0.17580E+00
  236    0.56957E+04    0.14527E+01    0.41895E+02    0.99236E+02    0.85276E+00    0.17361E+00
